name,rank,model,chain_i,chain_j,iLIS,iLIA,iLISA,ipSAE,actifpTM,LIS,cLIS,LIA,cLIA,ipTM,pLDDT_i,pLDDT_j,pTM,LIR_i,LIR_j,cLIR_i,cLIR_j,LIpLDDT_i,LIpLDDT_j,cLIpLDDT_i,cLIpLDDT_j,len_i,len_j,LIR_indices_i,LIR_indices_j,cLIR_indices_i,cLIR_indices_j
aPKC___CG9215,5,2,A,B,0.0000,0.0,0.0,0.0000,0.3208,0.0000,0.0000,0.0,0.0,0.1900,43.4,29.2,0.350,0,0,0,0,,,,,958,560,,,,
aPKC___CG9416,1,2,A,B,0.1624,712.1,115.7,0.0227,0.7936,0.1401,0.1883,5763.0,88.0,0.4100,43.3,91.4,0.580,244,782,21,33,85.6,93.0,62.4,71.4,958,861,"[1-8,616-627,629-636,640-651,659-660,662-671,674-678,680-698,700-708,712-765,770-792,794-815,828-839,841-844,847-869,877-879,881-884,889-897,899,901,913-914,918]","[2-13,19,21-143,148-187,191-243,246-347,349-391,401-467,477-527,535-649,656-681,685-688,696-723,728-736,742-779,782-806,816-828,830-861]","[1-7,624-627,707,740,744,761,774-779]","[2,5-12,125,203-204,206-207,230-232,241,277-280,297,305-306,565,568-569,571-572,706-707,710]"
aPKC___CG9416,2,3,A,B,0.0778,455.4,35.4,0.0140,0.6461,0.0695,0.0870,4067.0,51.0,0.3600,42.5,90.7,0.570,88,706,11,27,81.3,93.5,49.7,81.8,958,861,"[1-9,616,618,620-621,624,631-633,640-643,645,668-669,684-685,691,694,701,714,716-718,720,724,728,731,733,739-740,742,744,747,749,753-756,758,760-764,766,771-772,774-779,781,787,791,799,806-808,813,833,837,851-852,855-856,861,878-879,881,883-884,889-891,893,897]","[6-11,22,25-52,59-105,108-143,149-186,191-240,242-243,247-341,343,350-385,387,405-406,409-421,423-467,480-482,484-493,495-496,498-500,502,504-525,536-590,592-600,603-648,656,659-679,696-720,723,729-734,736,744-763,766-779,782-806,816-827,832,835-861]","[1-7,740,776-778]","[9-10,125,169,203-204,206-207,230-232,276-280,297,299,305-306,568-569,571-572,706-707,710]"
aPKC___CG9416,3,5,A,B,0.1208,396.3,47.9,0.0160,0.7488,0.0858,0.1702,2908.0,54.0,0.3300,42.3,91.2,0.580,285,336,19,11,84.0,92.1,72.4,44.2,958,861,"[3-7,613-651,659-672,674-708,711-767,769-815,828-870,875-885,887-903,910-919,921,938,940-941,944-945,947]","[1-14,17,19,21-25,29,37,40,59-60,62,65-66,68-70,72,75,77,82-83,85-102,109-111,114-116,119,128,130-135,137-142,150-151,153-154,161-162,175,177,179,181-182,184-185,193-199,203,207,214,216,219-220,223,225-227,230-232,234,237,240,247,249-251,254,258,260,279-281,288-292,295-298,300-305,307,310-312,315-319,321-323,325-326,328-330,333-337,339,354-355,361-362,379-380,382-383,386,388-391,399-400,402-408,410,424,428,439-440,443,445-446,448-449,451-453,455-456,463-466,477-487,490-491,510-512,516,518,520-522,524,535-540,542,547,550-551,560-561,563-564,566,569-570,574-576,578,582-583,586,595-598,600-606,614,630,635-636,638-647,661,664-667,670,673,699,701-702,708,717-719,733,746-750,755-762,771,774,785-788,790,799-801,803-805,817-822,824-825,838-839,843-849,851,853-854,856-859]","[4,624-627,703,707,740,742-744,761,775-780,829]","[2,5-12,232,305]"
aPKC___CG9416,4,4,A,B,0.1182,258.4,30.6,0.0168,0.7298,0.0894,0.1563,1553.0,43.0,0.2800,41.8,91.0,0.570,255,29,17,8,84.1,71.0,72.0,34.8,958,861,"[613,616-627,629-636,640-650,659-672,674-707,711-767,770-815,829-845,847-869,875-885,887-901,903,913-915,918,944]","[4-13,19,371,400,402-404,406-408,410,424,451,489,491,495,518,535-536,602]","[625-627,660,740,742-744,761,774-780,829]",[5-12]
aPKC___CG9416,5,1,A,B,0.0194,3.9,0.1,0.0000,0.5388,0.0210,0.0179,5.0,3.0,0.2400,41.8,91.4,0.560,4,2,2,2,68.5,32.4,70.8,32.4,958,861,"[774-776,778]","[8,10]","[776,778]","[8,10]"
aPKC___CG9609,1,3,A,B,0.0000,0.0,0.0,0.0000,0.4372,0.0000,0.0000,0.0,0.0,0.2500,44.0,47.4,0.380,0,0,0,0,,,,,958,403,,,,
aPKC___CG9609,2,1,A,B,0.0525,54.2,2.8,0.0110,0.5607,0.0386,0.0714,163.0,18.0,0.2500,43.0,46.5,0.370,62,10,9,6,84.2,53.8,70.6,53.3,958,403,"[714,716,726,732,737-738,748,771,773,775,778-780,782-792,798-801,803-805,807-809,812-813,815,829-842,844,850-853,856,861,863,865-866,879]",[197-206],"[775,787-789,829-830,833-834,837]","[198-199,202-203,205-206]"
aPKC___CG9609,3,5,A,B,0.0024,1.7,0.0,0.0000,0.4792,0.0033,0.0017,3.0,1.0,0.2300,43.5,51.9,0.370,3,2,1,1,77.9,56.1,69.1,57.2,958,403,"[742,771,789]","[199,203]",[789],[203]
aPKC___CG9609,4,4,A,B,0.0000,0.0,0.0,0.0000,0.2607,0.0000,0.0000,0.0,0.0,0.1800,43.7,50.9,0.380,0,0,0,0,,,,,958,403,,,,
aPKC___CG9609,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2592,0.0000,0.0000,0.0,0.0,0.1800,44.1,54.1,0.360,0,0,0,0,,,,,958,403,,,,
aPKC___CG9876,1,2,A,B,0.4279,1960.8,839.1,0.5669,0.9456,0.3984,0.4596,44193.0,87.0,0.4100,47.4,36.2,0.430,349,87,23,21,91.2,73.1,82.1,68.5,958,275,[607-955],"[60-69,115-182,267-275]","[624-629,646,648,650-651,653-656,775-776,789,824,828-830,925-926]","[118-123,140-141,143,159,163,169-170,173-174,177,270,272-275]"
aPKC___CG9876,2,4,A,B,0.1546,772.3,119.4,0.0469,0.7305,0.1240,0.1927,9941.0,60.0,0.3100,47.4,30.7,0.450,300,56,18,14,89.3,70.4,76.8,66.0,958,275,"[485-490,611-709,711-814,830-845,847-869,875-884,887-903,914-915,918-919,925-926,930-948]","[124-176,273-275]","[655,659,662,665-666,669-670,735,764-767,770,939-940,942-944]","[139-141,143-144,157-159,162-163,166,169-170,173]"
aPKC___CG9876,3,3,A,B,0.1218,195.9,23.9,0.0171,0.6602,0.1056,0.1404,1279.0,30.0,0.2500,46.4,28.6,0.400,301,8,10,4,90.6,37.4,82.6,45.4,958,275,"[611-671,674-708,711-767,770-815,829-837,841,843-845,847-868,875-884,888-903,908-948]",[268-275],"[624-626,628-629,646-648,925-926]",[272-275]
aPKC___CG9876,4,5,A,B,0.0640,65.8,4.2,0.0161,0.5321,0.0616,0.0665,481.0,9.0,0.2400,46.0,30.3,0.400,214,5,8,3,91.8,39.7,86.0,42.9,958,275,"[611-652,661-665,667-671,674-678,680-697,699,702-703,705-706,714-732,734-737,740,742-750,752-755,757,759-764,766,772,775,778,781,783,786-787,792,795-797,800,802-803,807-808,810,832-833,835-836,849-854,856-858,864,866-868,876-884,889-893,895,897,902,908-910,912-934,936-947]",[271-275],"[624,626,628-629,646,648,925-926]","[272,274-275]"
aPKC___CG9876,5,1,A,B,0.0000,0.0,0.0,0.0000,0.3375,0.0000,0.0000,0.0,0.0,0.2400,45.0,27.6,0.390,0,0,0,0,,,,,958,275,,,,
aPKC___CG9890,1,5,A,B,0.0000,0.0,0.0,0.0000,0.3151,0.0000,0.0000,0.0,0.0,0.2600,42.6,67.2,0.380,0,0,0,0,,,,,958,452,,,,
aPKC___CG9890,2,4,A,B,0.0904,121.8,11.0,0.0136,0.6779,0.0799,0.1022,645.0,23.0,0.2500,41.5,63.6,0.370,11,114,6,13,30.9,85.4,30.4,85.0,958,452,[150-160],"[30-100,102-103,106-141,165,184-185,189,237]","[150-151,153-154,157-158]","[50-51,54-55,60,62-64,91,93,109,111,113]"
aPKC___CG9890,3,1,A,B,0.0000,0.0,0.0,0.0000,0.2504,0.0000,0.0000,0.0,0.0,0.1900,41.8,64.7,0.350,0,0,0,0,,,,,958,452,,,,
aPKC___CG9890,4,3,A,B,0.0000,0.0,0.0,0.0000,0.4258,0.0000,0.0000,0.0,0.0,0.1900,42.6,65.7,0.360,0,0,0,0,,,,,958,452,,,,
aPKC___CG9890,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2284,0.0000,0.0000,0.0,0.0,0.1800,43.8,68.0,0.360,0,0,0,0,,,,,958,452,,,,
aPKC___CREG,1,2,A,B,0.3100,800.6,248.2,0.2823,0.9202,0.2031,0.4732,8433.0,76.0,0.3400,45.7,81.7,0.400,341,24,16,15,89.4,56.8,81.4,59.7,958,211,"[607-818,826-954]",[19-42],"[624-629,648,650-651,653,921-922,924-927]","[21-24,26,28-30,32-33,35-37,39-40]"
aPKC___CREG,2,5,A,B,0.0000,0.0,0.0,0.0000,0.2129,0.0000,0.0000,0.0,0.0,0.2300,45.3,77.2,0.420,0,0,0,0,,,,,958,211,,,,
aPKC___CREG,3,4,A,B,0.0000,0.0,0.0,0.0000,0.1833,0.0000,0.0000,0.0,0.0,0.2000,44.0,76.9,0.400,0,0,0,0,,,,,958,211,,,,
aPKC___CREG,4,1,A,B,0.0000,0.0,0.0,0.0000,0.1750,0.0000,0.0000,0.0,0.0,0.2000,44.0,77.3,0.400,0,0,0,0,,,,,958,211,,,,
aPKC___CREG,5,3,A,B,0.0000,0.0,0.0,0.0000,0.1534,0.0000,0.0000,0.0,0.0,0.1900,44.7,76.7,0.400,0,0,0,0,,,,,958,211,,,,
aPKC___CSN5,1,1,A,B,0.0000,0.0,0.0,0.0000,0.3434,0.0000,0.0000,0.0,0.0,0.3100,43.6,63.5,0.370,0,0,0,0,,,,,958,327,,,,
aPKC___CSN5,2,2,A,B,0.0000,0.0,0.0,0.0000,0.2463,0.0000,0.0000,0.0,0.0,0.2700,44.5,64.1,0.380,0,0,0,0,,,,,958,327,,,,
aPKC___CSN5,3,3,A,B,0.0000,0.0,0.0,0.0000,0.2454,0.0000,0.0000,0.0,0.0,0.2100,44.1,62.5,0.380,0,0,0,0,,,,,958,327,,,,
aPKC___CSN5,4,5,A,B,0.0000,0.0,0.0,0.0000,0.2530,0.0000,0.0000,0.0,0.0,0.2000,45.0,62.2,0.400,0,0,0,0,,,,,958,327,,,,
aPKC___CSN5,5,4,A,B,0.0000,0.0,0.0,0.0000,0.1737,0.0000,0.0000,0.0,0.0,0.1700,43.7,60.1,0.390,0,0,0,0,,,,,958,327,,,,
aPKC___CTCF,1,4,A,B,0.2655,1557.3,413.5,0.3584,0.9300,0.1842,0.3828,18234.0,133.0,0.3800,41.5,38.4,0.370,338,71,28,30,80.2,70.9,68.3,71.1,958,818,"[606-816,829-844,847-957]","[444,447,449-455,457-518]","[608,610,665-666,669-670,672-673,734,890,893-894,896,937,940,942-951,953-954,956]","[444,449,452,455,462-464,466,470-476,479,482-483,486-487,497-498,506-507,509-511,513-514,517]"
aPKC___CTCF,2,1,A,B,0.0000,0.0,0.0,0.0000,0.4601,0.0000,0.0000,0.0,0.0,0.2300,41.8,33.8,0.340,0,0,0,0,,,,,958,818,,,,
aPKC___CTCF,3,5,A,B,0.0000,0.0,0.0,0.0000,0.3103,0.0000,0.0000,0.0,0.0,0.2200,43.1,36.7,0.330,0,0,0,0,,,,,958,818,,,,
aPKC___CTCF,4,3,A,B,0.0000,0.0,0.0,0.0000,0.2341,0.0000,0.0000,0.0,0.0,0.2000,41.6,31.8,0.330,0,0,0,0,,,,,958,818,,,,
aPKC___CTCF,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2291,0.0000,0.0000,0.0,0.0,0.1800,43.6,37.0,0.330,0,0,0,0,,,,,958,818,,,,
aPKC___CTPsyn,1,4,A,B,0.0000,0.0,0.0,0.0000,0.1958,0.0000,0.0000,0.0,0.0,0.1900,42.6,81.9,0.440,0,0,0,0,,,,,958,627,,,,
aPKC___CTPsyn,2,5,A,B,0.0000,0.0,0.0,0.0000,0.2219,0.0000,0.0000,0.0,0.0,0.1900,44.0,83.5,0.440,0,0,0,0,,,,,958,627,,,,
aPKC___CTPsyn,3,1,A,B,0.0000,0.0,0.0,0.0000,0.1737,0.0000,0.0000,0.0,0.0,0.1700,42.8,83.6,0.440,0,0,0,0,,,,,958,627,,,,
aPKC___CTPsyn,4,2,A,B,0.0000,0.0,0.0,0.0000,0.1600,0.0000,0.0000,0.0,0.0,0.1700,43.1,83.5,0.440,0,0,0,0,,,,,958,627,,,,
aPKC___CTPsyn,5,3,A,B,0.0000,0.0,0.0,0.0000,0.1626,0.0000,0.0000,0.0,0.0,0.1600,43.0,83.4,0.440,0,0,0,0,,,,,958,627,,,,
aPKC___Caf1-55,1,5,A,B,0.0000,0.0,0.0,0.0000,0.2624,0.0000,0.0000,0.0,0.0,0.2900,43.1,81.6,0.410,0,0,0,0,,,,,958,430,,,,
aPKC___Caf1-55,2,3,A,B,0.0000,0.0,0.0,0.0000,0.2646,0.0000,0.0000,0.0,0.0,0.2600,43.4,81.1,0.390,0,0,0,0,,,,,958,430,,,,
aPKC___Caf1-55,3,1,A,B,0.0000,0.0,0.0,0.0000,0.2753,0.0000,0.0000,0.0,0.0,0.2500,42.1,82.4,0.390,0,0,0,0,,,,,958,430,,,,
aPKC___Caf1-55,4,2,A,B,0.0000,0.0,0.0,0.0000,0.2112,0.0000,0.0000,0.0,0.0,0.2500,43.7,82.0,0.390,0,0,0,0,,,,,958,430,,,,
aPKC___Caf1-55,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2143,0.0000,0.0000,0.0,0.0,0.2100,41.2,80.5,0.380,0,0,0,0,,,,,958,430,,,,
aPKC___Cdc5,1,1,A,B,0.0000,0.0,0.0,0.0000,0.2104,0.0000,0.0000,0.0,0.0,0.1900,45.0,48.9,0.350,0,0,0,0,,,,,958,814,,,,
aPKC___Cdc5,2,3,A,B,0.0000,0.0,0.0,0.0000,0.2236,0.0000,0.0000,0.0,0.0,0.1800,43.8,53.4,0.320,0,0,0,0,,,,,958,814,,,,
aPKC___Cdc5,3,2,A,B,0.0000,0.0,0.0,0.0000,0.1904,0.0000,0.0000,0.0,0.0,0.1800,44.8,49.9,0.330,0,0,0,0,,,,,958,814,,,,
aPKC___Cdc5,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1883,0.0000,0.0000,0.0,0.0,0.1700,44.1,52.0,0.320,0,0,0,0,,,,,958,814,,,,
aPKC___Cdc5,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2137,0.0000,0.0000,0.0,0.0,0.1700,41.9,47.7,0.320,0,0,0,0,,,,,958,814,,,,
aPKC___Cdk7,1,2,A,B,0.0347,9.2,0.3,0.0000,0.4940,0.0380,0.0317,17.0,5.0,0.4100,43.9,76.7,0.370,9,10,4,3,60.4,59.4,47.9,59.7,958,353,"[463,476-477,479-481,483,811,813]","[53-57,60,63-64,99,350]","[463,480-481,483]","[54-55,63]"
aPKC___Cdk7,2,3,A,B,0.0000,0.0,0.0,0.0000,0.3707,0.0000,0.0000,0.0,0.0,0.2300,43.4,74.1,0.370,0,0,0,0,,,,,958,353,,,,
aPKC___Cdk7,3,4,A,B,0.0000,0.0,0.0,0.0000,0.2592,0.0000,0.0000,0.0,0.0,0.2200,40.8,71.5,0.360,0,0,0,0,,,,,958,353,,,,
aPKC___Cdk7,4,1,A,B,0.0000,0.0,0.0,0.0000,0.4278,0.0000,0.0000,0.0,0.0,0.2000,42.7,77.1,0.370,0,0,0,0,,,,,958,353,,,,
aPKC___Cdk7,5,5,A,B,0.0000,0.0,0.0,0.0000,0.4265,0.0154,0.0000,2.0,0.0,0.2000,43.7,75.0,0.360,2,1,0,0,90.1,30.0,,,958,353,[810-811],[350],,
aPKC___Cdk8,1,2,A,B,0.2066,956.2,197.5,0.2593,0.8122,0.1472,0.2899,8466.0,108.0,0.5900,45.7,72.0,0.380,36,317,20,29,58.4,87.1,61.8,81.8,958,454,"[239-246,456-483]","[3-183,199-208,210-236,247-261,267,269-280,282-283,288,292-302,304-360]","[240,242,244,456-467,469-471,478,481]","[9-10,13-16,18,67,71-74,80-89,105,109,153-155,231-232]"
aPKC___Cdk8,2,1,A,B,0.1498,299.4,44.9,0.0199,0.7491,0.1279,0.1755,2187.0,41.0,0.4400,43.6,71.2,0.370,11,287,7,16,42.2,88.9,45.0,84.0,958,454,[237-247],"[19-22,25-28,34-39,48-54,61-86,93-163,165-179,194-240,245-264,266-285,287-304,306-337,339-355]","[237,239-240,242-245]","[105,109,113,151,153-155,176,195-198,231-232,235,240]"
aPKC___Cdk8,3,5,A,B,0.1222,228.7,28.0,0.0177,0.7276,0.1159,0.1290,1803.0,29.0,0.4300,44.5,71.2,0.370,10,278,6,14,40.1,89.9,43.3,83.8,958,454,[238-247],"[16,20,25-27,31,34-39,48-53,62-86,93-119,121-163,165-172,174-179,193-237,246-264,266-285,287-289,291-337,339-355]","[239-240,242-245]","[31,105,109,153-155,176,196-198,231-232,235-236]"
aPKC___Cdk8,4,4,A,B,0.0541,78.6,4.3,0.0134,0.6272,0.0589,0.0498,773.0,8.0,0.4100,42.2,70.3,0.370,9,193,3,7,38.5,90.9,42.0,87.3,958,454,[239-247],"[38,49,67-69,71,75-78,80-82,84-85,93-96,98,100-116,127-160,166,168-171,177-179,195-196,198-207,213-235,247-262,267,269-276,278-280,282-283,288,291-300,307-332,334-336,341,344-347,350-353]","[240,242-243]","[105,153-155,196,198,232]"
aPKC___Cdk8,5,3,A,B,0.0358,44.0,1.6,0.0118,0.5731,0.0308,0.0416,485.0,4.0,0.3700,44.4,69.3,0.360,6,166,1,4,36.9,91.3,44.9,89.4,958,454,[240-245],"[36-38,48-51,67,75-78,81-82,84-85,94,96,98,100-111,113-114,124,127-150,152-161,168-171,200,203,205-206,213-214,216-235,250-252,254-256,258,260-262,267,269-270,273-275,278-279,282-283,288,291,293-296,299-300,306-332,334-336,341,344-347,349-353]",[242],"[105,153-154,232]"
aPKC___Cdk9,1,3,A,B,0.0000,0.0,0.0,0.0000,0.2459,0.0000,0.0000,0.0,0.0,0.2100,43.3,74.1,0.350,0,0,0,0,,,,,958,404,,,,
aPKC___Cdk9,2,4,A,B,0.0000,0.0,0.0,0.0000,0.1694,0.0000,0.0000,0.0,0.0,0.2000,41.6,73.7,0.360,0,0,0,0,,,,,958,404,,,,
aPKC___Cdk9,3,5,A,B,0.0000,0.0,0.0,0.0000,0.3202,0.0000,0.0000,0.0,0.0,0.1800,43.5,75.2,0.360,0,0,0,0,,,,,958,404,,,,
aPKC___Cdk9,4,1,A,B,0.0000,0.0,0.0,0.0000,0.1758,0.0000,0.0000,0.0,0.0,0.1800,43.2,75.0,0.370,0,0,0,0,,,,,958,404,,,,
aPKC___Cdk9,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1894,0.0000,0.0000,0.0,0.0,0.1800,43.5,76.8,0.360,0,0,0,0,,,,,958,404,,,,
aPKC___Cf2,1,1,A,B,0.1620,334.7,54.2,0.1851,0.7647,0.1499,0.1751,1932.0,58.0,0.2900,43.1,29.0,0.370,305,16,20,8,84.6,28.0,76.0,36.4,958,536,"[1,612-653,656-673,675-710,712-768,770-816,829-871,876-886,888-904,910-923,925-927,933-948]","[288-297,531-536]","[625-626,660,701,703,740,742-744,758,760-761,774-781]",[290-297]
aPKC___Cf2,2,4,A,B,0.1494,250.8,37.5,0.2458,0.6782,0.1464,0.1525,1430.0,44.0,0.2900,42.5,29.8,0.360,277,16,15,7,82.9,29.5,74.1,39.5,958,536,"[1,614-637,639-653,659-672,675-706,708-709,712-768,770-816,830-870,876-885,888-901,903-904,914-917,919-920,933-934,936-939,941-942,945-948]","[288-297,531-536]","[625-626,740,742,758,760-761,774-781]",[290-296]
aPKC___Cf2,3,3,A,B,0.1322,260.3,34.4,0.2108,0.6666,0.2250,0.0777,1783.0,38.0,0.2600,44.8,29.4,0.370,288,21,26,9,89.1,28.1,82.5,34.9,958,536,"[1,613-637,639,641-652,659-660,662-672,675-768,770-816,831-870,876-880,882-885,888-905,911-921,923-924,933-934,936-948]","[1-14,530-536]","[623,626-627,701,703,706-707,710,740,743-744,760,774-780,782,807,810-813,816]","[1-4,9-10,12-14]"
aPKC___Cf2,4,5,A,B,0.0843,9.9,0.8,0.2012,0.4888,0.2752,0.0258,98.0,1.0,0.2400,44.4,30.8,0.350,65,10,1,1,90.4,20.9,75.3,27.7,958,536,"[1,617,619,622,632,634,643-644,648,650,670-671,675,685,689,694,715,717-719,723,725,734,736-740,742,744,747,755-756,758,761,763,765,772,775,786-788,792,795-797,802,804,813,816,833,837,848,852-853,858,860,862,864-865,867,878-879,884,890]","[1-4,531-536]",[775],[2]
aPKC___Cf2,5,2,A,B,0.0413,5.3,0.2,0.2142,0.4845,0.3146,0.0054,28.0,1.0,0.2100,44.4,29.9,0.360,16,8,1,1,85.4,20.1,69.8,28.7,958,536,"[1,617,715,718,762-763,775,781,788,834,852,882,884-885,890,900]","[332-333,531-536]",[775],[333]
aPKC___Chd3,1,4,A,B,0.0678,66.6,4.5,0.0120,0.5773,0.0785,0.0586,403.0,11.0,0.2600,38.7,67.2,0.390,145,7,6,3,82.7,34.8,74.4,36.7,958,892,"[620,631,633,641-644,668,670,676-677,684-685,688,691-695,714-749,753-764,771-792,794-805,807-809,812,815,830,832-834,836-838,840-841,843,847-848,850-867,877-881,883-884,889,892]",[885-891],"[761,774-776,778,782]",[888-890]
aPKC___Chd3,2,2,A,B,0.0198,34.2,0.7,0.0000,0.5694,0.0157,0.0250,234.0,5.0,0.2600,42.6,70.8,0.390,110,12,5,1,88.5,33.1,84.8,35.6,958,892,"[616,618,621-623,633-634,640-643,645-648,667,684-686,688,690-693,697,701-708,710-714,716-718,720,722,724,726,728,731-733,736-738,742-743,748-749,751,753-755,761-762,771,774,778,780,784-787,794-796,798-799,803,807-814,833-835,837-838,840,847-848,850-853,855-857,860-863,866,878-879,881,889,891-892]","[866-873,887-890]","[703,743,811-813]",[872]
aPKC___Chd3,3,3,A,B,0.0000,0.0,0.0,0.0000,0.4321,0.0000,0.0000,0.0,0.0,0.2300,42.1,69.8,0.400,0,0,0,0,,,,,958,892,,,,
aPKC___Chd3,4,5,A,B,0.0000,0.0,0.0,0.0000,0.4579,0.0000,0.0000,0.0,0.0,0.2300,41.8,69.8,0.380,0,0,0,0,,,,,958,892,,,,
aPKC___Chd3,5,1,A,B,0.0000,0.0,0.0,0.0000,0.4412,0.0000,0.0000,0.0,0.0,0.2300,40.7,68.7,0.400,0,0,0,0,,,,,958,892,,,,
aPKC___Chi,1,3,A,B,0.1693,326.0,55.2,0.0194,0.7534,0.1497,0.1915,2126.0,50.0,0.3100,43.6,38.9,0.350,305,10,17,7,88.2,34.0,82.0,37.1,958,596,"[612-652,658-672,674-815,828-870,875-885,887-903,909-927,931-947]",[1-10],"[626-627,660,740,742,744,761,774-782,829]",[1-7]
aPKC___Chi,2,2,A,B,0.1271,261.6,33.3,0.0176,0.6958,0.1131,0.1429,1630.0,42.0,0.2800,45.5,40.4,0.350,311,9,16,8,90.8,33.4,84.6,33.9,958,596,"[611-654,658-672,674-767,769-815,828-870,875-885,888-903,908-948]",[1-9],"[626,660,740,744,758,760-761,774-782]",[2-9]
aPKC___Chi,3,4,A,B,0.0000,0.0,0.0,0.0000,0.4463,0.0000,0.0000,0.0,0.0,0.2300,42.4,37.9,0.360,0,0,0,0,,,,,958,596,,,,
aPKC___Chi,4,1,A,B,0.0000,0.0,0.0,0.0000,0.4317,0.0000,0.0000,0.0,0.0,0.2100,43.2,38.8,0.350,0,0,0,0,,,,,958,596,,,,
aPKC___Chi,5,5,A,B,0.0000,0.0,0.0,0.0000,0.3340,0.0000,0.0000,0.0,0.0,0.2000,44.6,38.9,0.350,0,0,0,0,,,,,958,596,,,,
aPKC___CkIIalpha-i1,1,4,A,B,0.2526,1871.6,472.8,0.2864,0.8691,0.1738,0.3671,33681.0,104.0,0.3900,42.9,44.6,0.430,310,144,20,20,83.9,76.6,71.4,67.1,958,410,"[613-636,638-903,912-919,935-941,943-947]","[143-269,271-287]","[767,769-773,775,787-791,825,830-831,833-834,837-839]","[171,183-186,248-250,253-254,257-258,275-279,281-282,285]"
aPKC___CkIIalpha-i1,2,5,A,B,0.2032,1055.9,214.6,0.2000,0.7860,0.1287,0.3210,17981.0,62.0,0.3600,43.7,44.5,0.420,316,121,14,13,86.0,80.3,67.4,74.2,958,410,"[612-654,656-905,910-921,932-933,936-938,940-941,944-947]","[146-223,225-264,275,279,282]","[773,775,787-790,823,825-826,830-831,833-834,838]","[171,183-186,189,248-250,253-254,257-258]"
aPKC___CkIIalpha-i1,3,3,A,B,0.0556,110.6,6.1,0.0118,0.5589,0.0518,0.0596,612.0,20.0,0.3100,43.3,44.8,0.400,117,29,8,6,88.0,77.2,70.4,72.6,958,410,"[632,664,666-667,681,691,693,705,714,716-724,726,728-743,745,753,756,758-764,766,770-805,807-808,813,815,828-837,839-840,848,850-855,857,860-861,863-867,878-879,881,883]","[151,163,171,181,236-240,242-260,359]","[773,775,787-790,830,833]","[248-250,253-254,257]"
aPKC___CkIIalpha-i1,4,2,A,B,0.0436,13.0,0.6,0.0000,0.5309,0.0393,0.0485,42.0,4.0,0.3100,43.7,47.6,0.390,20,10,2,2,85.3,76.6,79.9,73.6,958,410,"[741,778,780-782,784-790,800-801,803-804,831-833,835]","[163,190,246,249-255]","[787,833]",[249-250]
aPKC___CkIIalpha-i1,5,1,A,B,0.0000,0.0,0.0,0.0000,0.4735,0.0111,0.0000,3.0,0.0,0.2800,42.0,42.2,0.390,2,2,0,0,88.2,30.0,,,958,410,"[813,848]",[359-360],,
aPKC___Clamp,1,2,A,B,0.0000,0.0,0.0,0.0000,0.4744,0.0082,0.0000,11.0,0.0,0.2100,44.7,31.3,0.350,8,2,0,0,85.5,28.7,,,958,566,"[641,737,773-774,787,833,851,881]",[350-351],,
aPKC___Clamp,2,3,A,B,0.0000,0.0,0.0,0.0000,0.3444,0.0000,0.0000,0.0,0.0,0.2100,44.3,28.1,0.360,0,0,0,0,,,,,958,566,,,,
aPKC___Clamp,3,5,A,B,0.0000,0.0,0.0,0.0000,0.2239,0.0000,0.0000,0.0,0.0,0.1900,45.8,31.5,0.380,0,0,0,0,,,,,958,566,,,,
aPKC___Clamp,4,1,A,B,0.0000,0.0,0.0,0.0000,0.2518,0.0000,0.0000,0.0,0.0,0.1900,45.4,28.8,0.370,0,0,0,0,,,,,958,566,,,,
aPKC___Clamp,5,4,A,B,0.0000,0.0,0.0,0.0000,0.2064,0.0000,0.0000,0.0,0.0,0.1900,42.6,31.6,0.350,0,0,0,0,,,,,958,566,,,,
aPKC___CoRest,1,5,A,B,0.5355,1926.0,1031.4,0.7736,0.9816,0.5011,0.5722,36366.0,102.0,0.4500,46.3,34.4,0.370,350,77,32,24,90.1,73.8,87.7,62.6,958,824,[606-955],"[12-21,147-156,175-231]","[625-626,653-654,703,706-707,710,742-744,773-776,778,780,787-789,807,811-813,828-830,832-833,935-937]","[13-15,17-21,198-201,211-214,216-217,223,226-228,230-231]"
aPKC___CoRest,2,2,A,B,0.5423,1518.7,823.6,0.6024,0.9674,0.4206,0.6992,34945.0,66.0,0.4300,47.0,36.0,0.370,348,68,15,13,91.2,78.6,87.3,83.6,958,824,[607-954],"[149,174-240]","[653-654,656,773-776,787-789,828-830,832-833]","[198-201,211-214,216-217,223,226-227]"
aPKC___CoRest,3,1,A,B,0.0941,24.1,2.3,0.0126,0.5991,0.0747,0.1186,53.0,11.0,0.2900,43.8,31.1,0.340,31,4,4,4,93.9,50.6,86.6,50.6,958,824,"[713-716,718-721,723-724,726-728,732,753,800,802,809,846-853,857-858,879,884,889]",[96-99],[846-849],[96-99]
